DT_REFER;DENOM_CIA;Aumento (Redução) de Caixa e Equivalentes;Caixa Líquido Atividades Operacionais;Caixa Líquido Atividades de Financiamento;Caixa Líquido Atividades de Investimento;Saldo Final de Caixa e Equivalentes;Saldo Inicial de Caixa e Equivalentes
2017-12-31;AZUL S.A.;213155.0;295500.0;856664.0;-975842.0;762319.0;549164.0
2017-12-31;B3 S.A. - BRASIL, BOLSA, BALCÃO;9151.0;11191051.0;-2124398.0;-9057502.0;165320.0;156169.0
2017-12-31;BB SEGURIDADE PARTICIPAÇÕES S.A.;1469265.0;1671071.0;-3285900.0;3084094.0;3644179.0;2174914.0
2017-12-31;BLUE TECH SOLUTIONS EQI S.A.;0.0;-1782.0;8244.0;-6462.0;0.0;0.0
2017-12-31;BR PROPERTIES S.A.;-582390.0;245801.0;50186.0;-878377.0;125015.0;707405.0
2017-12-31;BRASKEM S.A.;-2926771.0;2461620.0;-2988465.0;-2406401.0;3775093.0;6701864.0
2017-12-31;BRF S.A.;-346090.0;652814.0;1207007.0;-2287895.0;6010829.0;6356919.0
2017-12-31;CCR S.A.;14006.0;3339705.0;784197.0;-4136080.0;2835226.0;2821220.0
2017-12-31;CIA SIDERURGICA NACIONAL;-1459590.0;571851.0;-993755.0;-1049224.0;3411572.0;4871162.0
2017-12-31;CIA TECIDOS SANTANENSE;2493.0;29881.0;38359.0;-65746.0;14788.0;12295.0
2017-12-31;COGNA EDUCAÇÃO S.A.;-19039.0;1826404.0;-777632.0;-1067811.0;921328.0;940367.0
2017-12-31;CONSTRUTORA ADOLPHO LINDENBERG S.A.;-2434.0;-645.0;-998.0;-791.0;4299.0;6733.0
2017-12-31;COSAN S.A.;-840602.0;1792909.0;-2849309.0;205057.0;3150328.0;3990930.0
2017-12-31;CPFL ENERGIAS RENOVÁVEIS S.A.;41233.0;836377.0;-44078.0;-751066.0;950215.0;908982.0
2017-12-31;DEXCO S.A.;-341996.0;404698.0;-331943.0;-416182.0;1074364.0;1416360.0
2017-12-31;DOHLER S.A.;-5099.0;12995.0;-2778.0;-15316.0;68747.0;73846.0
2017-12-31;ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.;1018475.0;1285785.0;323309.0;-590619.0;1607979.0;589504.0
2017-12-31;EMBPAR PARTICIPAÇÕES S/A;-46930.0;-29050.0;-147287.0;129407.0;6138.0;53068.0
2017-12-31;EMBRAER S.A.;157534.0;2505920.0;1103954.0;-3478510.0;4203719.0;4046185.0
2017-12-31;ENAUTA PARTICIPAÇÕES S.A.;1077.0;428777.0;-74806.0;-355427.0;18815.0;17738.0
2017-12-31;ENGIE BRASIL ENERGIA S.A.;114730.0;331802.0;2591908.0;-2808980.0;1930070.0;1815340.0
2017-12-31;GERDAU S.A.;-2508045.0;2076128.0;-4056130.0;-535481.0;2555338.0;5063383.0
2017-12-31;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;47358.0;618548.0;-162195.0;-408995.0;104209.0;56851.0
2017-12-31;HIDROVIAS DO BRASIL S.A.;-11314.0;261815.0;131341.0;-406469.0;83868.0;95182.0
2017-12-31;HOTEIS OTHON S.A. - EM RECUPERAÇÃO JUDICIAL;73.0;9006.0;-5318.0;-3615.0;213.0;140.0
2017-12-31;IGUA SANEAMENTO S.A.;-25076.0;64270.0;65682.0;-155028.0;27830.0;52906.0
2017-12-31;IGUATEMI S.A.;-133687.0;308111.0;-339716.0;-102082.0;52785.0;186472.0
2017-12-31;JSL S.A.;128814.0;-1873071.0;2082207.0;-80322.0;714734.0;585920.0
2017-12-31;KLABIN S.A.;1155702.0;1792978.0;201541.0;-838817.0;7028422.0;5872720.0
2017-12-31;MANGELS INDUSTRIAL S.A.;10356.0;37402.0;-13920.0;-13126.0;40481.0;30125.0
2017-12-31;MOURA DUBEUX ENGENHARIA S/A;1235.0;66054.0;-152081.0;87262.0;10091.0;8856.0
2017-12-31;OMEGA GERAÇÃO S.A.;312699.0;74860.0;576284.0;-338445.0;350887.0;38188.0
2017-12-31;OSX BRASIL S.A.;1016.0;-29566.0;13841.0;-1973.0;1906.0;890.0
2017-12-31;PADTEC HOLDING S.A.;-13475.0;-17029.0;-457.0;4011.0;323.0;13798.0
2017-12-31;PBG S/A;-11366.0;102736.0;-86568.0;-27534.0;94379.0;105745.0
2017-12-31;PETRO RIO S.A.;67652.0;51536.0;13860.0;174.0;92445.0;24793.0
2017-12-31;POSITIVO TECNOLOGIA S.A.;-90550.0;112580.0;-160362.0;-43059.0;387826.0;478376.0
2017-12-31;PRINER SERVIÇOS INDUSTRIAIS S.A.;-11419.0;215.0;12501.0;-24135.0;644.0;12063.0
2017-12-31;PRÁTICA KLIMAQUIP INDÚSTRIA E COMÉRCIO S.A.;-2347.0;5167.0;-5746.0;-1768.0;4118.0;6465.0
2017-12-31;QUALITY SOFTWARE S.A.;2776766.0;-3445525.0;35923513.0;-29701222.0;4353559.0;1576793.0
2017-12-31;RAIA DROGASIL S.A.;-11759.0;628840.0;-1419.0;-639180.0;264873.0;276632.0
2017-12-31;REDE ENERGIA PARTICIPAÇÕES S.A.;-60164.0;678582.0;137061.0;-875807.0;389381.0;449545.0
2017-12-31;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;-101742.0;180397.0;-290948.0;8809.0;98072.0;199814.0
2017-12-31;RUMO S.A.;-82523.0;2311248.0;1681013.0;-4102852.0;178004.0;260527.0
2017-12-31;SARAIVA LIVREIROS S.A. - EM RECUPERAÇÃO JUDICIAL;-56347.0;36636.0;-40215.0;-52768.0;68943.0;125290.0
2017-12-31;SER EDUCACIONAL S.A.;217250.0;356598.0;304446.0;-443794.0;279286.0;62036.0
2017-12-31;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;574827.0;126721.0;758029.0;-311942.0;807730.0;232903.0
2017-12-31;SUZANO HOLDING S.A.;-534566.0;2914201.0;-2455069.0;-1008398.0;1120012.0;1654578.0
2017-12-31;SUZANO S.A.;-537864.0;2949994.0;-2494224.0;-1008334.0;1076833.0;1614697.0
2017-12-31;SYN PROP & TECH S.A.;-178254.0;146647.0;-1188736.0;863835.0;170324.0;348578.0
2017-12-31;TAURUS ARMAS S.A.;-20029.0;33823.0;-33076.0;-20776.0;6679.0;26708.0
2017-12-31;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;-44825.0;1472808.0;-1188476.0;-329157.0;56680.0;101505.0
2017-12-31;UNICASA INDÚSTRIA DE MÓVEIS S.A.;1641.0;3482.0;0.0;-1841.0;29473.0;27832.0
2017-12-31;UNIPAR CARBOCLORO S.A.;-304787.0;422255.0;-251185.0;-466922.0;78559.0;383346.0
2017-12-31;VALE S.A.;426929.0;40240693.0;-28138111.0;-11669349.0;14317520.0;13890591.0
2017-12-31;VALID SOLUÇÕES S.A.;-97920.0;81926.0;-92457.0;-94011.0;296857.0;394777.0
2017-12-31;VIA S.A.;-471000.0;70000.0;-208000.0;-333000.0;3559000.0;4030000.0
2017-12-31;VIBRA ENERGIA S/A;-172000.0;1270000.0;-3763000.0;2321000.0;483000.0;655000.0
2017-12-31;VIX LOGÍSTICA S/A;1213.0;163087.0;-149604.0;-12335.0;13850.0;12637.0
2017-12-31;VULCABRAS S.A.;83408.0;299636.0;-153707.0;-62521.0;100502.0;17094.0
2017-12-31;WLM PART. E COMÉRCIO DE MÁQUINAS E VEÍCULOS S.A.;-21631.0;-639.0;1505.0;-22497.0;9388.0;31019.0
2017-12-31;YDUQS PARTICIPACOES S.A.;-44344.0;699990.0;-587303.0;-157031.0;13996.0;58340.0
2018-12-31;ALIANSCE SONAE SHOPPING CENTERS S.A.;-168284.0;187412.0;-306365.0;-49331.0;280145.0;448429.0
2018-12-31;ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.;-3599.0;-409.0;-992.0;-2198.0;5317.0;8916.0
2018-12-31;ALUPAR INVESTIMENTO S/A;1395353.0;681258.0;1031598.0;-345301.0;2975423.0;1580070.0
2018-12-31;AMBEV S.A.;1110763.0;17911195.0;-13221612.0;-3675706.0;11463498.0;10352735.0
2018-12-31;ATACADÃO S.A.;-157000.0;3100000.0;-1553000.0;-1704000.0;4647000.0;4804000.0
2018-12-31;ATOM EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;1428.0;2040.0;-612.0;0.0;6419.0;4991.0
2018-12-31;AZUL S.A.;406817.0;443057.0;-161243.0;57964.0;1169136.0;762319.0
2018-12-31;B3 S.A. - BRASIL, BOLSA, BALCÃO;-44320.0;3666514.0;-3429212.0;-281622.0;121000.0;165320.0
2018-12-31;BB SEGURIDADE PARTICIPAÇÕES S.A.;2412068.0;1470424.0;-3485545.0;4427189.0;6056247.0;3644179.0
2018-12-31;BBM LOGÍSTICA S.A.;-26571.0;8996.0;8073.0;-43640.0;18731.0;45302.0
2018-12-31;BLUE TECH SOLUTIONS EQI S.A.;0.0;251.0;-251.0;0.0;0.0;0.0
2018-12-31;BR PROPERTIES S.A.;891811.0;296295.0;253116.0;342400.0;1016826.0;125015.0
2018-12-31;BRASKEM S.A.;1772544.0;9250370.0;-4603400.0;-2488317.0;5547637.0;3775093.0
2018-12-31;BRF S.A.;-974818.0;295685.0;73924.0;-1415879.0;5036011.0;6010829.0
2018-12-31;CCR S.A.;-1568129.0;3685677.0;-2965407.0;-2296104.0;1267097.0;2835226.0
2018-12-31;CIA SIDERURGICA NACIONAL;-1163568.0;2208105.0;-3257186.0;-98459.0;2248004.0;3411572.0
2018-12-31;CIA TECIDOS SANTANENSE;-10207.0;-111168.0;77881.0;23081.0;4581.0;14788.0
2018-12-31;COGNA EDUCAÇÃO S.A.;564283.0;1129440.0;4224530.0;-4789687.0;1485611.0;921328.0
2018-12-31;CONSTRUTORA ADOLPHO LINDENBERG S.A.;-3885.0;-8843.0;-1090.0;6048.0;414.0;4299.0
2018-12-31;COSAN S.A.;-453381.0;2693814.0;-3147327.0;-88018.0;2696947.0;3150328.0
2018-12-31;CPFL ENERGIAS RENOVÁVEIS S.A.;-73644.0;562619.0;-582479.0;-53784.0;876571.0;950215.0
2018-12-31;DEXCO S.A.;87877.0;382872.0;-323024.0;24025.0;1162241.0;1074364.0
2018-12-31;DOHLER S.A.;-27484.0;18879.0;1481.0;-47844.0;41263.0;68747.0
2018-12-31;ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.;1042510.0;1343746.0;506543.0;-807779.0;2650489.0;1607979.0
2018-12-31;EMBPAR PARTICIPAÇÕES S/A;455.0;7162.0;-4225.0;-2482.0;6593.0;6138.0
2018-12-31;EMBRAER S.A.;759322.0;4012758.0;-1885826.0;-1915381.0;4963041.0;4203719.0
2018-12-31;ENAUTA PARTICIPAÇÕES S.A.;41223.0;588467.0;-436278.0;-155889.0;60038.0;18815.0
2018-12-31;ENGIE BRASIL ENERGIA S.A.;485722.0;3146706.0;551671.0;-3212655.0;2415792.0;1930070.0
2018-12-31;GERDAU S.A.;334806.0;1999683.0;-4256384.0;2383473.0;2890144.0;2555338.0
2018-12-31;GRUPO SBF S.A.;92752.0;198304.0;-19622.0;-85930.0;242818.0;150066.0
2018-12-31;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;81275.0;516696.0;1703411.0;-2138832.0;185484.0;104209.0
2018-12-31;HIDROVIAS DO BRASIL S.A.;51799.0;203658.0;650258.0;-781625.0;135667.0;83868.0
2018-12-31;HOTEIS OTHON S.A. - EM RECUPERAÇÃO JUDICIAL;461.0;648.0;-3683.0;3496.0;674.0;213.0
2018-12-31;IGUA SANEAMENTO S.A.;96418.0;153777.0;254883.0;-312242.0;124248.0;27830.0
2018-12-31;IGUATEMI S.A.;-28484.0;389229.0;-24299.0;-393414.0;24301.0;52785.0
2018-12-31;JSL S.A.;-24410.0;-2388058.0;2506705.0;-143057.0;690324.0;714734.0
2018-12-31;KLABIN S.A.;-1294568.0;2786976.0;-3032322.0;-1049222.0;5733854.0;7028422.0
2018-12-31;LOCAWEB SERVIÇOS DE INTERNET S.A.;-19904.0;58601.0;-9554.0;-68951.0;17782.0;37686.0
2018-12-31;MANGELS INDUSTRIAL S.A.;-4768.0;29107.0;-5421.0;-28454.0;35713.0;40481.0
2018-12-31;MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;14283.0;-65963.0;83905.0;-3659.0;21090.0;6807.0
2018-12-31;MOURA DUBEUX ENGENHARIA S/A;7243.0;127266.0;-252454.0;132431.0;17334.0;10091.0
2018-12-31;OMEGA GERAÇÃO S.A.;-155499.0;163255.0;135972.0;-454726.0;195388.0;350887.0
2018-12-31;OSX BRASIL S.A.;-1016.0;-301.0;1356.0;0.0;890.0;1906.0
2018-12-31;PADTEC HOLDING S.A.;3271.0;-11652.0;0.0;14923.0;3594.0;323.0
2018-12-31;PARANAPANEMA S.A. - EM RECUPERAÇÃO JUDICIAL;-128883.0;261830.0;-200311.0;-190402.0;216668.0;345551.0
2018-12-31;PBG S/A;-11755.0;5392.0;48514.0;-65661.0;82624.0;94379.0
2018-12-31;PETRO RIO S.A.;61664.0;270116.0;121032.0;-338004.0;154109.0;92445.0
2018-12-31;POSITIVO TECNOLOGIA S.A.;5522.0;-64563.0;80262.0;-10853.0;393348.0;387826.0
2018-12-31;PRINER SERVIÇOS INDUSTRIAIS S.A.;2756.0;12834.0;2661.0;-12739.0;3400.0;644.0
2018-12-31;PRÁTICA KLIMAQUIP INDÚSTRIA E COMÉRCIO S.A.;3268.0;1754.0;14137.0;-12623.0;7386.0;4118.0
2018-12-31;QUALITY SOFTWARE S.A.;93308.0;-1384778.0;-997819.0;2475905.0;4446867.0;4353559.0
2018-12-31;RAIA DROGASIL S.A.;-23305.0;682866.0;-3203.0;-702968.0;241568.0;264873.0
2018-12-31;REDE D'OR SÃO LUIZ S.A.;51625.0;788822.0;2020697.0;-2757894.0;192008.0;140383.0
2018-12-31;REDE ENERGIA PARTICIPAÇÕES S.A.;-241471.0;675294.0;266568.0;-1183333.0;147910.0;389381.0
2018-12-31;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;-7468.0;-11040.0;-4266.0;7838.0;90604.0;98072.0
2018-12-31;ROMI S.A.;-5254.0;-295.0;22552.0;-26664.0;100428.0;105682.0
2018-12-31;ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL;17797.0;94191.0;-69008.0;-7386.0;47369.0;29572.0
2018-12-31;RUMO S.A.;-36477.0;2704713.0;-1456801.0;-1411192.0;141527.0;178004.0
2018-12-31;SARAIVA LIVREIROS S.A. - EM RECUPERAÇÃO JUDICIAL;26480.0;276797.0;-164637.0;-85680.0;95423.0;68943.0
2018-12-31;SER EDUCACIONAL S.A.;35445.0;388730.0;-244895.0;-108390.0;314731.0;279286.0
2018-12-31;SINQIA S.A.;-3964.0;10760.0;-1724.0;-13000.0;26037.0;30001.0
2018-12-31;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;-130377.0;131533.0;286198.0;-569424.0;677353.0;807730.0
2018-12-31;SUZANO HOLDING S.A.;3284992.0;5183657.0;19996921.0;-21963019.0;4405004.0;1120012.0
2018-12-31;SUZANO S.A.;3310620.0;5170850.0;20035049.0;-21962712.0;4387453.0;1076833.0
2018-12-31;SYN PROP & TECH S.A.;45572.0;146722.0;-85196.0;-15954.0;215896.0;170324.0
2018-12-31;TAURUS ARMAS S.A.;20087.0;32011.0;7071.0;-18995.0;26766.0;6679.0
2018-12-31;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;-35811.0;1197327.0;-995882.0;-237256.0;20869.0;56680.0
2018-12-31;UNICASA INDÚSTRIA DE MÓVEIS S.A.;-685.0;17542.0;0.0;-18227.0;28788.0;29473.0
2018-12-31;UNIPAR CARBOCLORO S.A.;122983.0;892266.0;-235681.0;-536321.0;201542.0;78559.0
2018-12-31;VALE S.A.;8095027.0;47930771.0;-40529864.0;-926512.0;22412547.0;14317520.0
2018-12-31;VALID SOLUÇÕES S.A.;14714.0;200723.0;-145814.0;-61822.0;311571.0;296857.0
2018-12-31;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;-58443.0;276999.0;-308719.0;-26723.0;58605.0;117048.0
2018-12-31;VIA S.A.;152000.0;841000.0;-99000.0;-590000.0;3711000.0;3559000.0
2018-12-31;VIBRA ENERGIA S/A;2574000.0;3328000.0;-558000.0;-196000.0;3057000.0;483000.0
2018-12-31;VIX LOGÍSTICA S/A;29002.0;-355346.0;406952.0;-22314.0;42852.0;13850.0
2018-12-31;VULCABRAS S.A.;-31876.0;125545.0;-35322.0;-120846.0;68626.0;100502.0
2018-12-31;WETZEL S.A.;-17.0;-787.0;4082.0;-3312.0;6140.0;6157.0
2018-12-31;WLM PART. E COMÉRCIO DE MÁQUINAS E VEÍCULOS S.A.;9714.0;-198.0;6204.0;3708.0;19102.0;9388.0
2018-12-31;YDUQS PARTICIPACOES S.A.;293600.0;1056685.0;-471155.0;-291930.0;818046.0;524446.0
2019-03-31;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;-5664.0;74931.0;58792.0;-139371.0;151631.0;157295.0
2019-12-31;AERIS IND. E COM. DE EQUIP. PARA GER. DE ENG. S.A.;-3080.0;121420.0;23859.0;-148359.0;65701.0;68781.0
2019-12-31;ALIANSCE SONAE SHOPPING CENTERS S.A.;10792.0;468296.0;292229.0;-749733.0;32682.0;21890.0
2019-12-31;ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.;-987.0;5162.0;75883.0;-82032.0;4330.0;5317.0
2019-12-31;ALUPAR INVESTIMENTO S/A;-1950219.0;-108212.0;317455.0;-2159347.0;1025204.0;2975423.0
2019-12-31;AMBEV S.A.;437144.0;18381259.0;-12283464.0;-4838590.0;11900642.0;11463498.0
2019-12-31;AMBIPAR PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;55805.0;72999.0;61227.0;-78421.0;77639.0;21834.0
2019-12-31;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;415859.0;157938.0;1981609.0;-1723688.0;3535807.0;3119948.0
2019-12-31;ATACADÃO S.A.;675000.0;2665000.0;-186000.0;-1804000.0;5322000.0;4647000.0
2019-12-31;ATOM EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;4751.0;4811.0;-50.0;-10.0;11170.0;6419.0
2019-12-31;AZUL S.A.;478744.0;2594637.0;-913503.0;-1186820.0;1647880.0;1169136.0
2019-12-31;B3 S.A. - BRASIL, BOLSA, BALCÃO;118979.0;3219991.0;-2755881.0;-345131.0;239979.0;121000.0
2019-12-31;BB SEGURIDADE PARTICIPAÇÕES S.A.;1325045.0;925384.0;-5860139.0;6259800.0;7381292.0;6056247.0
2019-12-31;BBM LOGÍSTICA S.A.;43741.0;70287.0;56716.0;-83262.0;62472.0;18731.0
2019-12-31;BLUE TECH SOLUTIONS EQI S.A.;0.0;-3527.0;3527.0;0.0;0.0;0.0
2019-12-31;BR PROPERTIES S.A.;148511.0;254670.0;-875142.0;768983.0;1165337.0;1016826.0
2019-12-31;BRASKEM S.A.;1256243.0;2265275.0;1636768.0;-2666419.0;6803880.0;5547637.0
2019-12-31;BRF S.A.;-798226.0;2521230.0;-4817102.0;1443106.0;4237785.0;5036011.0
2019-12-31;CCR S.A.;-3885.0;4995005.0;-1684703.0;-3315084.0;1263212.0;1267097.0
2019-12-31;CIA SIDERURGICA NACIONAL;-1159049.0;4871879.0;-3788864.0;-2236367.0;1088955.0;2248004.0
2019-12-31;CIA TECIDOS SANTANENSE;6892.0;59326.0;-73553.0;21120.0;11473.0;4581.0
2019-12-31;COGNA EDUCAÇÃO S.A.;-1113928.0;419220.0;-1554534.0;21386.0;371683.0;1485611.0
2019-12-31;CONSTRUTORA ADOLPHO LINDENBERG S.A.;-277.0;-23862.0;8102.0;15483.0;137.0;414.0
2019-12-31;COSAN S.A.;3379697.0;2807999.0;-148225.0;686154.0;6076644.0;2696947.0
2019-12-31;CPFL ENERGIAS RENOVÁVEIS S.A.;-463992.0;737984.0;-647085.0;-554891.0;412579.0;876571.0
2019-12-31;CRUZEIRO DO SUL EDUCACIONAL S.A.;-32370.0;328585.0;-253427.0;-107528.0;22723.0;55093.0
2019-12-31;CURY CONSTRUTORA E INCORPORADORA S.A.;78101.0;142148.0;-65266.0;1219.0;249496.0;171395.0
2019-12-31;D1000 VAREJO FARMA PARTICIPAÇÕES S.A.;-8453.0;61742.0;-45255.0;-24940.0;49166.0;57619.0
2019-12-31;DEXCO S.A.;80982.0;1108492.0;-765961.0;-262975.0;1243223.0;1162241.0
2019-12-31;DOHLER S.A.;18028.0;47342.0;-16466.0;-12848.0;59291.0;41263.0
2019-12-31;ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.;-794241.0;1403711.0;-554069.0;-1643883.0;1856248.0;2650489.0
2019-12-31;ELETROMIDIA S.A.;15362.0;54315.0;11418.0;-50371.0;38018.0;22656.0
2019-12-31;EMBPAR PARTICIPAÇÕES S/A;-2767.0;5832.0;-3595.0;-5004.0;3826.0;6593.0
2019-12-31;EMBRAER S.A.;4338601.0;3749394.0;-1026415.0;1588652.0;9301642.0;4963041.0
2019-12-31;ENAUTA PARTICIPAÇÕES S.A.;-8760.0;551472.0;-538340.0;-30733.0;51278.0;60038.0
2019-12-31;ENGIE BRASIL ENERGIA S.A.;1454469.0;3621266.0;2062995.0;-4229792.0;3870261.0;2415792.0
2019-12-31;ENJOEI S.A.;-12077.0;-1227.0;-1532.0;-9318.0;3104.0;15181.0
2019-12-31;GERDAU S.A.;-248492.0;1642792.0;-9596.0;-1899451.0;2641652.0;2890144.0
2019-12-31;GRUPO DE MODA SOMA S.A.;4045.0;108008.0;-71282.0;-32681.0;27831.0;23786.0
2019-12-31;GRUPO MATEUS S.A.;135585.0;325750.0;4168.0;-194333.0;398263.0;262678.0
2019-12-31;GRUPO SBF S.A.;-137510.0;-123368.0;104808.0;-118950.0;105308.0;242818.0
2019-12-31;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;38745.0;656779.0;4280662.0;-4898696.0;224229.0;185484.0
2019-12-31;HBR REALTY EMPREENDIMENTOS IMOBILIÁRIOS S.A.;16827.0;202433.0;268551.0;-454157.0;59765.0;42938.0
2019-12-31;HIDROVIAS DO BRASIL S.A.;-90501.0;126689.0;-213820.0;-5726.0;45166.0;135667.0
2019-12-31;HOTEIS OTHON S.A. - EM RECUPERAÇÃO JUDICIAL;2163.0;6897.0;-3387.0;-1347.0;2837.0;674.0
2019-12-31;IGUA SANEAMENTO S.A.;52542.0;21877.0;309904.0;-279239.0;176790.0;124248.0
2019-12-31;IGUATEMI S.A.;22676.0;403155.0;12170.0;-392649.0;46977.0;24301.0
2019-12-31;INTELBRAS S.A.;15826.0;198106.0;-89652.0;-92628.0;401628.0;385802.0
