DT_REFER;DENOM_CIA;Aumento (Redução) de Caixa e Equivalentes;Caixa Líquido Atividades Operacionais;Caixa Líquido Atividades de Financiamento;Caixa Líquido Atividades de Investimento;Saldo Final de Caixa e Equivalentes;Saldo Inicial de Caixa e Equivalentes
2019-12-31;JSL S.A.;-98509.0;-1999548.0;2118092.0;-217053.0;591815.0;690324.0
2019-12-31;KLABIN S.A.;2606532.0;2953124.0;2021304.0;-2367896.0;8340386.0;5733854.0
2019-12-31;LOCAWEB SERVIÇOS DE INTERNET S.A.;7493.0;82836.0;-610.0;-74733.0;25275.0;17782.0
2019-12-31;MANGELS INDUSTRIAL S.A.;-9584.0;50332.0;-27442.0;-32474.0;26129.0;35713.0
2019-12-31;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;6249.0;36848.0;-23667.0;-6932.0;9211.0;2962.0
2019-12-31;MILLS LOCAÇÃO, SERVIÇOS E LOGÍSTICA S.A.;64275.0;85893.0;-49858.0;28240.0;124910.0;60635.0
2019-12-31;MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;12326.0;-57708.0;46817.0;23217.0;33416.0;21090.0
2019-12-31;MOBLY S.A.;4579.0;-25632.0;59371.0;-29160.0;5823.0;1244.0
2019-12-31;MOURA DUBEUX ENGENHARIA S/A;-3166.0;136793.0;-179128.0;39169.0;14168.0;17334.0
2019-12-31;MPM CORPÓREOS S.A.;-14143.0;55823.0;49752.0;-119718.0;55109.0;69252.0
2019-12-31;OMEGA GERAÇÃO S.A.;789082.0;193619.0;1277536.0;-682073.0;984470.0;195388.0
2019-12-31;ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.;-522.0;59157.0;-19370.0;-40309.0;2317.0;2839.0
2019-12-31;OSX BRASIL S.A.;225.0;303.0;372.0;0.0;1115.0;890.0
2019-12-31;PADTEC HOLDING S.A.;-266.0;-6525.0;0.0;6259.0;3328.0;3594.0
2019-12-31;PARANAPANEMA S.A. - EM RECUPERAÇÃO JUDICIAL;-98632.0;229701.0;-179762.0;-148571.0;118036.0;216668.0
2019-12-31;PBG S/A;192754.0;170827.0;116762.0;-94835.0;275378.0;82624.0
2019-12-31;PETRO RIO S.A.;272404.0;444671.0;1189756.0;-1383308.0;459397.0;186993.0
2019-12-31;POSITIVO TECNOLOGIA S.A.;67366.0;-3671.0;103155.0;-31968.0;460714.0;393348.0
2019-12-31;PRINER SERVIÇOS INDUSTRIAIS S.A.;30757.0;31406.0;18924.0;-19573.0;34157.0;3400.0
2019-12-31;PRÁTICA KLIMAQUIP INDÚSTRIA E COMÉRCIO S.A.;5718.0;8641.0;4244.0;-7167.0;13104.0;7386.0
2019-12-31;QUALITY SOFTWARE S.A.;7724770.0;2956053.0;7163390.0;-2394673.0;12171637.0;4446867.0
2019-12-31;RAIA DROGASIL S.A.;57658.0;749111.0;-688713.0;-2740.0;299226.0;241568.0
2019-12-31;REDE D'OR SÃO LUIZ S.A.;-123324.0;781971.0;3203911.0;-4109206.0;68684.0;192008.0
2019-12-31;REDE ENERGIA PARTICIPAÇÕES S.A.;92347.0;1809580.0;-586271.0;-1130962.0;240257.0;147910.0
2019-12-31;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;15323.0;-63285.0;83262.0;-4654.0;105927.0;90604.0
2019-12-31;ROMI S.A.;47379.0;116056.0;-33908.0;-32667.0;147807.0;100428.0
2019-12-31;ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL;-21994.0;88559.0;-89088.0;-21465.0;25375.0;47369.0
2019-12-31;RUMO S.A.;1821487.0;3524802.0;-905944.0;-798260.0;1963014.0;141527.0
2019-12-31;SARAIVA LIVREIROS S.A. - EM RECUPERAÇÃO JUDICIAL;-74959.0;25268.0;-89964.0;-10263.0;20464.0;95423.0
2019-12-31;SENDAS DISTRIBUIDORA S.A.;3615000.0;3159000.0;4715000.0;-4370000.0;5026000.0;1411000.0
2019-12-31;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;41089.0;29929.0;82810.0;-71650.0;91599.0;50510.0
2019-12-31;SER EDUCACIONAL S.A.;-99558.0;188440.0;-477643.0;189645.0;215173.0;314731.0
2019-12-31;SIMPAR S.A.;-104411.0;-1944957.0;2121544.0;-280998.0;592431.0;696842.0
2019-12-31;SINQIA S.A.;338948.0;531.0;391846.0;-53429.0;364985.0;26037.0
2019-12-31;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;684601.0;502237.0;1090483.0;-882542.0;1351381.0;666780.0
2019-12-31;SUZANO HOLDING S.A.;-1091114.0;7574511.0;3191233.0;-11695305.0;3313890.0;4405004.0
2019-12-31;SUZANO S.A.;-1138326.0;7576437.0;3141809.0;-11695019.0;3249127.0;4387453.0
2019-12-31;SYN PROP & TECH S.A.;185405.0;179591.0;1568260.0;-1562446.0;401301.0;215896.0
2019-12-31;TAURUS ARMAS S.A.;9200.0;108788.0;-32570.0;-67018.0;35966.0;26766.0
2019-12-31;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;61693.0;896179.0;979148.0;-1813634.0;82562.0;20869.0
2019-12-31;UNICASA INDÚSTRIA DE MÓVEIS S.A.;16773.0;32134.0;0.0;-15420.0;45561.0;28788.0
2019-12-31;UNIPAR CARBOCLORO S.A.;99983.0;453590.0;-754980.0;293535.0;301525.0;201542.0
2019-12-31;VALE S.A.;7214541.0;47283755.0;-14882672.0;-26537165.0;29627088.0;22412547.0
2019-12-31;VALID SOLUÇÕES S.A.;6951.0;249427.0;-131631.0;-118543.0;318522.0;311571.0
2019-12-31;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;264225.0;-441230.0;707158.0;-1703.0;322830.0;58605.0
2019-12-31;VIA S.A.;-2347000.0;-2196000.0;345000.0;-496000.0;1364000.0;3711000.0
2019-12-31;VIBRA ENERGIA S/A;-695000.0;2899000.0;-3221000.0;-373000.0;2362000.0;3057000.0
2019-12-31;VIVARA PARTICIPAÇÕES S.A.;404946938.0;65509825.0;364186406.0;-24749293.0;435844350.0;30897412.0
2019-12-31;VIX LOGÍSTICA S/A;-3852.0;-570722.0;607213.0;-40330.0;39000.0;42852.0
2019-12-31;VULCABRAS S.A.;-6462.0;203811.0;-29918.0;-180078.0;62164.0;68626.0
2019-12-31;WETZEL S.A.;-2148.0;-5117.0;5746.0;-2777.0;3992.0;6140.0
2019-12-31;WLM PART. E COMÉRCIO DE MÁQUINAS E VEÍCULOS S.A.;-6201.0;21325.0;1612.0;-29138.0;12901.0;19102.0
2019-12-31;YDUQS PARTICIPACOES S.A.;-208934.0;812668.0;-556299.0;-465303.0;609112.0;818046.0
2020-03-31;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;114340.0;92509.0;-37343.0;57639.0;265971.0;151631.0
2020-03-31;JALLES MACHADO S.A.;45787.0;440718.0;-112312.0;-282619.0;389082.0;343295.0
2020-12-31;AERIS IND. E COM. DE EQUIP. PARA GER. DE ENG. S.A.;618853.0;-495109.0;1410121.0;-296159.0;684554.0;65701.0
2020-12-31;ALIANSCE SONAE SHOPPING CENTERS S.A.;-19569.0;303913.0;-284554.0;-38928.0;13113.0;32682.0
2020-12-31;ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.;-1152.0;10179.0;-4257.0;-7074.0;3178.0;4330.0
2020-12-31;ALUPAR INVESTIMENTO S/A;-350595.0;-604806.0;-1049108.0;1290336.0;674609.0;1025204.0
2020-12-31;AMBEV S.A.;5189693.0;18855780.0;-8601995.0;-6799571.0;17090335.0;11900642.0
2020-12-31;AMBIPAR PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;513969.0;9523.0;697884.0;-196541.0;591608.0;77639.0
2020-12-31;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;3098480.0;-61768.0;5148799.0;-1988551.0;6634287.0;3535807.0
2020-12-31;ATACADÃO S.A.;350000.0;4033000.0;-360000.0;-3323000.0;5672000.0;5322000.0
2020-12-31;ATOM EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;3621.0;3819.0;-179.0;-19.0;14791.0;11170.0
2020-12-31;AZUL S.A.;1416935.0;976230.0;933506.0;-403833.0;3064815.0;1647880.0
2020-12-31;B3 S.A. - BRASIL, BOLSA, BALCÃO;164798.0;2753083.0;-3252762.0;664477.0;404777.0;239979.0
2020-12-31;BB SEGURIDADE PARTICIPAÇÕES S.A.;-5185847.0;2284693.0;-8262562.0;792022.0;2195445.0;7381292.0
2020-12-31;BBM LOGÍSTICA S.A.;-21348.0;86863.0;4780.0;-112991.0;41124.0;62472.0
2020-12-31;BEMOBI MOBILE TECH S.A.;49450.0;86496.0;-401.0;-37005.0;111196.0;61746.0
2020-12-31;BLUE TECH SOLUTIONS EQI S.A.;0.0;-647.0;647.0;0.0;0.0;0.0
2020-12-31;BR PROPERTIES S.A.;-76365.0;179794.0;284531.0;-540690.0;1088972.0;1165337.0
2020-12-31;BRASKEM S.A.;7058972.0;6292991.0;2173222.0;-2721827.0;13862852.0;6803880.0
2020-12-31;BRF S.A.;3338840.0;4417630.0;-587042.0;-1430989.0;7576625.0;4237785.0
2020-12-31;CCR S.A.;2285775.0;4151670.0;-1744530.0;-123001.0;3548987.0;1263212.0
2020-12-31;CIA SIDERURGICA NACIONAL;8855631.0;9576874.0;1185072.0;-1863655.0;9944586.0;1088955.0
2020-12-31;CIA TECIDOS SANTANENSE;1364.0;16731.0;32713.0;-48079.0;12837.0;11473.0
2020-12-31;COGNA EDUCAÇÃO S.A.;1991632.0;256343.0;3269197.0;-1533908.0;2363315.0;371683.0
2020-12-31;CONSTRUTORA ADOLPHO LINDENBERG S.A.;10031.0;-7289.0;37151.0;-19831.0;10168.0;137.0
2020-12-31;COSAN S.A.;-1462591.0;2142815.0;-1537196.0;-2340738.0;4614053.0;6076644.0
2020-12-31;CPFL ENERGIAS RENOVÁVEIS S.A.;-85588.0;1094783.0;-1608455.0;428084.0;326991.0;412579.0
2020-12-31;CRUZEIRO DO SUL EDUCACIONAL S.A.;190182.0;256775.0;315491.0;-382084.0;212905.0;22723.0
2020-12-31;CURY CONSTRUTORA E INCORPORADORA S.A.;41629.0;178080.0;-44867.0;-91584.0;291125.0;249496.0
2020-12-31;D1000 VAREJO FARMA PARTICIPAÇÕES S.A.;157325.0;5804.0;187165.0;-35644.0;206491.0;49166.0
2020-12-31;DEXCO S.A.;485190.0;1507730.0;-68560.0;-965713.0;1728413.0;1243223.0
2020-12-31;DOHLER S.A.;33027.0;46177.0;3965.0;-17115.0;92318.0;59291.0
2020-12-31;ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.;-514029.0;1471177.0;-933158.0;-1052048.0;1342219.0;1856248.0
2020-12-31;ELETROMIDIA S.A.;48117.0;60365.0;597496.0;-609744.0;86135.0;38018.0
2020-12-31;EMBPAR PARTICIPAÇÕES S/A;10436.0;6066.0;10817.0;-6447.0;14262.0;3826.0
2020-12-31;EMBRAER S.A.;484500.0;-6512364.0;5241843.0;-943297.0;9786142.0;9301642.0
2020-12-31;ENAUTA PARTICIPAÇÕES S.A.;51970.0;827402.0;-655612.0;-178093.0;103248.0;51278.0
2020-12-31;ENGIE BRASIL ENERGIA S.A.;668685.0;1342251.0;323372.0;-996938.0;4538946.0;3870261.0
2020-12-31;ENJOEI S.A.;483603.0;-7271.0;499506.0;-8632.0;486707.0;3104.0
2020-12-31;EUROFARMA LABORATÓRIOS S.A.;987720.0;750500.0;672984.0;-469492.0;1387214.0;399494.0
2020-12-31;GERDAU S.A.;1975552.0;6407906.0;-2493789.0;-2229077.0;4617204.0;2641652.0
2020-12-31;GRUPO DE MODA SOMA S.A.;678940.0;-115393.0;850733.0;-56400.0;706771.0;27831.0
2020-12-31;GRUPO MATEUS S.A.;1714122.0;-234159.0;2590069.0;-641788.0;2112385.0;398263.0
2020-12-31;GRUPO SBF S.A.;408987.0;-508831.0;1293506.0;-375688.0;514295.0;105308.0
2020-12-31;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;-81017.0;1325635.0;-468879.0;-937773.0;143212.0;224229.0
2020-12-31;HBR REALTY EMPREENDIMENTOS IMOBILIÁRIOS S.A.;39286.0;114730.0;7963.0;-83407.0;99051.0;59765.0
2020-12-31;HIDROVIAS DO BRASIL S.A.;169682.0;238432.0;-99383.0;18733.0;214848.0;45166.0
2020-12-31;HOTEIS OTHON S.A. - EM RECUPERAÇÃO JUDICIAL;-1131.0;-11817.0;-1012.0;11698.0;1706.0;2837.0
2020-12-31;IGUA SANEAMENTO S.A.;298222.0;96768.0;320765.0;-119311.0;475012.0;176790.0
2020-12-31;IGUATEMI S.A.;-18364.0;123548.0;1015759.0;-1157671.0;28613.0;46977.0
2020-12-31;INTELBRAS S.A.;351353.0;238330.0;166027.0;-53004.0;752981.0;401628.0
2020-12-31;JSL S.A.;-527240.0;-1331683.0;1034032.0;-229589.0;64575.0;591815.0
2020-12-31;KLABIN S.A.;-3131556.0;5791245.0;-3853373.0;-5069428.0;5208830.0;8340386.0
2020-12-31;LOCAWEB SERVIÇOS DE INTERNET S.A.;379353.0;68230.0;477847.0;-166724.0;404628.0;25275.0
2020-12-31;MANGELS INDUSTRIAL S.A.;1173.0;47803.0;-55891.0;9261.0;27302.0;26129.0
2020-12-31;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;-2722.0;182696.0;381912.0;-567330.0;6491.0;9213.0
2020-12-31;MILLS LOCAÇÃO, SERVIÇOS E LOGÍSTICA S.A.;253995.0;150228.0;113951.0;-10184.0;378905.0;124910.0
2020-12-31;MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;160888.0;-73805.0;791427.0;-556734.0;194304.0;33416.0
2020-12-31;MOBLY S.A.;17701.0;-2882.0;45347.0;-24764.0;23524.0;5823.0
2020-12-31;MOURA DUBEUX ENGENHARIA S/A;35370.0;136565.0;-14381.0;-86814.0;49538.0;14168.0
2020-12-31;MPM CORPÓREOS S.A.;93842.0;108634.0;116387.0;-131179.0;148951.0;55109.0
2020-12-31;OMEGA GERAÇÃO S.A.;-103106.0;207450.0;877616.0;-1188172.0;881364.0;984470.0
2020-12-31;ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.;3727.0;84457.0;-31781.0;-48949.0;6044.0;2317.0
2020-12-31;OSX BRASIL S.A.;-289.0;208.0;2807.0;0.0;826.0;1115.0
2020-12-31;PADTEC HOLDING S.A.;61352.0;3737.0;22123.0;36003.0;64680.0;3328.0
2020-12-31;PARANAPANEMA S.A. - EM RECUPERAÇÃO JUDICIAL;20725.0;133460.0;-29727.0;-83008.0;138761.0;118036.0
2020-12-31;PBG S/A;50947.0;252682.0;-67249.0;-134486.0;326325.0;275378.0
2020-12-31;PETRO RIO S.A.;349876.0;1617546.0;-713295.0;-585142.0;809273.0;459397.0
2020-12-31;PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.;45295.0;739.0;56295.0;-11739.0;204223.0;158928.0
2020-12-31;POSITIVO TECNOLOGIA S.A.;83448.0;-223656.0;351552.0;-43307.0;544162.0;460714.0
2020-12-31;PRINER SERVIÇOS INDUSTRIAIS S.A.;17878.0;-25207.0;118599.0;-75514.0;52035.0;34157.0
2020-12-31;PRÁTICA KLIMAQUIP INDÚSTRIA E COMÉRCIO S.A.;19561.0;22934.0;-408.0;-2965.0;32665.0;13104.0
2020-12-31;QUALITY SOFTWARE S.A.;7224422.0;13039549.0;-7753048.0;1937921.0;19396059.0;12171637.0
2020-12-31;RAIA DROGASIL S.A.;581131.0;1477238.0;-223010.0;-673097.0;880357.0;299226.0
2020-12-31;REDE D'OR SÃO LUIZ S.A.;78200.0;-76949.0;13543396.0;-13388247.0;146884.0;68684.0
2020-12-31;REDE ENERGIA PARTICIPAÇÕES S.A.;509448.0;3244309.0;449673.0;-3184534.0;749705.0;240257.0
2020-12-31;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;-41550.0;-127537.0;16653.0;69334.0;64377.0;105927.0
2020-12-31;ROMI S.A.;47611.0;145634.0;65129.0;-169037.0;195418.0;147807.0
2020-12-31;ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL;-602.0;-1047.0;-15203.0;15648.0;24773.0;25375.0
2020-12-31;RUMO S.A.;5815592.0;2906270.0;5419603.0;-2469266.0;7778606.0;1963014.0
2020-12-31;SARAIVA LIVREIROS S.A. - EM RECUPERAÇÃO JUDICIAL;8139.0;3935.0;4691.0;-487.0;28603.0;20464.0
2020-12-31;SENDAS DISTRIBUIDORA S.A.;-1494000.0;3498000.0;-793000.0;-4787000.0;3532000.0;5026000.0
2020-12-31;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;317584.0;28350.0;390226.0;-100992.0;409183.0;91599.0
2020-12-31;SER EDUCACIONAL S.A.;464760.0;273252.0;354638.0;-163130.0;679933.0;215173.0
2020-12-31;SIMPAR S.A.;-182830.0;-2177349.0;2379807.0;-385288.0;409601.0;592431.0
2020-12-31;SINQIA S.A.;-43922.0;29725.0;-24533.0;-49114.0;321063.0;364985.0
2020-12-31;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;-331770.0;-156265.0;419960.0;-727728.0;1019611.0;1351381.0
2020-12-31;SUZANO HOLDING S.A.;3570588.0;13117638.0;-9790834.0;-739066.0;6884478.0;3313890.0
2020-12-31;SUZANO S.A.;3585930.0;13124636.0;-9785139.0;-736417.0;6835057.0;3249127.0
2020-12-31;SYN PROP & TECH S.A.;-245225.0;120355.0;-465041.0;99461.0;156076.0;401301.0
2020-12-31;TAURUS ARMAS S.A.;55265.0;352007.0;-212275.0;-76358.0;91231.0;35966.0
2020-12-31;TIM S.A.;291242.0;8673871.0;-3089273.0;-5293356.0;2575290.0;2284048.0
2020-12-31;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;813469.0;517544.0;-1092971.0;1388896.0;896031.0;82562.0
2020-12-31;UNICASA INDÚSTRIA DE MÓVEIS S.A.;2023.0;28585.0;-40741.0;13905.0;47584.0;45561.0
2020-12-31;UNIPAR CARBOCLORO S.A.;623327.0;1068636.0;-288158.0;-151062.0;924852.0;301525.0
2020-12-31;VALE S.A.;40458474.0;75207873.0;-18040617.0;-24233837.0;70085566.0;29627092.0
2020-12-31;VALID SOLUÇÕES S.A.;168014.0;284509.0;62741.0;-203940.0;486536.0;318522.0
2020-12-31;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;-304425.0;-646504.0;363013.0;-20934.0;18405.0;322830.0
2020-12-31;VIA S.A.;1620000.0;-4221000.0;6285000.0;-444000.0;2984000.0;1364000.0
2020-12-31;VIBRA ENERGIA S/A;996000.0;1818000.0;-241000.0;-581000.0;3358000.0;2362000.0
2020-12-31;VIVARA PARTICIPAÇÕES S.A.;41475029.0;252093016.0;58694990.0;-269312977.0;477319379.0;435844350.0
2020-12-31;VIX LOGÍSTICA S/A;94098.0;220046.0;-79887.0;-46061.0;133098.0;39000.0
2020-12-31;VULCABRAS S.A.;96388.0;16464.0;254309.0;-173701.0;158552.0;62164.0
2020-12-31;WETZEL S.A.;-2635.0;-8122.0;8059.0;-2572.0;1357.0;3992.0
2020-12-31;WLM PART. E COMÉRCIO DE MÁQUINAS E VEÍCULOS S.A.;32664.0;116465.0;-14968.0;-68833.0;45565.0;12901.0
2020-12-31;YDUQS PARTICIPACOES S.A.;1024164.0;1137210.0;2235719.0;-2348765.0;1633276.0;609112.0
2021-03-31;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;-52687.0;153405.0;-65433.0;-141229.0;213284.0;265971.0
2021-03-31;JALLES MACHADO S.A.;805018.0;510404.0;532908.0;-238294.0;1194100.0;389082.0
2021-12-31;AERIS IND. E COM. DE EQUIP. PARA GER. DE ENG. S.A.;208379.0;334918.0;267613.0;-394388.0;892933.0;684554.0
2021-12-31;ALIANSCE SONAE SHOPPING CENTERS S.A.;1749.0;600245.0;-289277.0;-309219.0;14862.0;13113.0
2021-12-31;ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.;3429.0;13276.0;108454.0;-118301.0;6607.0;3178.0
2021-12-31;ALUPAR INVESTIMENTO S/A;-297490.0;1055179.0;-901331.0;-448880.0;377119.0;674609.0
2021-12-31;AMBEV S.A.;-493151.0;22900951.0;-16041823.0;-7734882.0;16597184.0;17090335.0
2021-12-31;AMBIPAR PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;201633.0;164601.0;1891859.0;-1836497.0;793241.0;591608.0
2021-12-31;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;-3927399.0;-825649.0;-6751770.0;3650020.0;2706888.0;6634287.0
2021-12-31;ATACADÃO S.A.;1273000.0;4444000.0;396000.0;-3567000.0;6945000.0;5672000.0
2021-12-31;ATOM EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;3096.0;9703.0;-6338.0;-269.0;17887.0;14791.0
2021-12-31;AZUL S.A.;8984.0;-310616.0;833891.0;-706146.0;3073799.0;3064815.0
2021-12-31;B3 S.A. - BRASIL, BOLSA, BALCÃO;-107065.0;3213723.0;-1119934.0;-2200854.0;297712.0;404777.0
2021-12-31;BB SEGURIDADE PARTICIPAÇÕES S.A.;1895116.0;2825755.0;-1990675.0;1060036.0;4090561.0;2195445.0
2021-12-31;BBM LOGÍSTICA S.A.;-2542.0;46577.0;24019.0;-73138.0;38582.0;41124.0
2021-12-31;BEMOBI MOBILE TECH S.A.;207989.0;23311.0;549363.0;-354672.0;319185.0;111196.0
2021-12-31;BLUE TECH SOLUTIONS EQI S.A.;0.0;-58.0;58.0;0.0;0.0;0.0
2021-12-31;BR PROPERTIES S.A.;-139547.0;286707.0;192901.0;-619155.0;949425.0;1088972.0
2021-12-31;BRASKEM S.A.;-5182166.0;14786485.0;-16965504.0;-3380676.0;8680686.0;13862852.0
2021-12-31;BRF S.A.;-47805.0;3923636.0;-572476.0;-3548791.0;7528820.0;7576625.0
2021-12-31;CCR S.A.;1044613.0;4590146.0;4668939.0;-8211679.0;4593600.0;3548987.0
2021-12-31;CIA SIDERURGICA NACIONAL;6701894.0;14793263.0;-8529859.0;447928.0;16646480.0;9944586.0
2021-12-31;CIA TECIDOS SANTANENSE;20555.0;45419.0;-71980.0;47117.0;33392.0;12837.0
2021-12-31;COGNA EDUCAÇÃO S.A.;-603878.0;503600.0;-713877.0;-393601.0;1601468.0;2205346.0
2021-12-31;CONSTRUTORA ADOLPHO LINDENBERG S.A.;17113.0;-25475.0;45921.0;-3333.0;27281.0;10168.0
2021-12-31;COSAN S.A.;11560077.0;5221982.0;1049226.0;5005204.0;16174130.0;4614053.0
